2013-07-18,16.334300,20.513900,21.783700,22.840700,12.811700,14.143500,15.669500,21.604300,30.075400,22.897800,
2013-07-17,16.317300,20.456200,21.705600,22.745800,12.751400,14.142700,15.694000,21.494100,29.854300,22.782900,
2013-07-16,16.306200,20.425800,21.664600,22.695900,12.720700,14.141900,15.662900,21.432300,29.721100,22.766400,
2013-07-15,16.310700,20.440800,21.687100,22.725000,12.738200,14.141000,15.641800,21.511900,29.894500,22.664900,
2013-07-12,16.299700,20.414100,21.651800,22.682300,12.712000,14.138500,15.599800,21.481700,29.772200,22.624100,
2013-07-11,16.297800,20.413000,21.649000,22.677500,12.710300,14.137700,15.617000,21.416000,29.656900,22.782100,
2013-07-10,16.239500,20.226600,21.402400,22.383000,12.523900,14.136900,15.534200,21.127200,29.270500,22.254100,
2013-07-09,16.233900,20.202300,21.370300,22.344800,12.498400,14.136100,15.570700,21.121600,29.227900,22.094700,
2013-07-08,16.207000,20.118000,21.257700,22.209300,12.413300,14.135300,15.546500,20.969800,28.963400,21.929900,
2013-07-05,16.183300,20.053400,21.174300,22.111100,12.352400,14.132800,15.480000,20.854000,28.878200,21.791900,
2013-07-03,16.164300,19.980800,21.074400,21.989500,12.274800,14.131100,15.638600,20.643100,28.519600,21.750600,
2013-07-02,16.169800,20.002600,21.102300,22.022000,12.296400,14.130300,15.664500,20.625900,28.493800,21.931700,
2013-07-01,16.168000,19.998800,21.098300,22.017900,12.293700,14.129500,15.651300,20.632500,28.524400,21.891700,
2013-06-28,16.142000,19.911400,20.980600,21.875000,12.203200,14.128800,15.646200,20.519300,28.170300,21.665400,
2013-06-27,16.152100,19.951800,21.034300,21.938900,12.244200,14.126800,15.622400,20.607400,28.222300,21.774800,
2013-06-26,16.116200,19.836200,20.880000,21.752500,12.126700,14.126100,15.563900,20.478600,27.805500,21.451300,
2013-06-25,16.088600,19.756100,20.774800,21.627300,12.049700,14.125400,15.522800,20.280200,27.607900,21.398200,
2013-06-24,16.055400,19.644000,20.625600,21.448300,11.936300,14.124800,15.549100,20.087200,27.276600,21.129000,
2013-06-21,16.098600,19.787900,20.816200,21.676200,12.080000,14.122700,15.588200,20.334100,27.610000,21.482200,
2013-06-20,16.103000,19.801400,20.833500,21.697100,12.093400,14.122000,15.658800,20.280200,27.625500,21.629600,
2013-06-19,16.190800,20.085900,21.212300,22.152400,12.380200,14.121400,15.756800,20.797100,28.374700,22.242300,
2013-06-18,16.245000,20.258800,21.441000,22.426100,12.552400,14.120700,15.851800,21.088800,28.752900,22.666300,
2013-06-17,16.220800,20.181700,21.337600,22.301300,12.474200,14.120000,15.853100,20.925500,28.483900,22.563200,
2013-06-14,16.194300,20.094500,21.223100,22.165300,12.387700,14.118000,15.875600,20.767700,28.327300,22.319800,
2013-06-13,16.209200,20.149700,21.296800,22.253600,12.444000,14.117300,15.831100,20.890900,28.457600,22.439400,
2013-06-12,16.158800,19.989300,21.083000,21.996300,12.282600,14.116600,15.790500,20.583300,27.969800,22.157300,
2013-06-11,16.185300,20.075400,21.198100,22.135100,12.369700,14.116000,15.817400,20.752500,28.227900,22.305600,
2013-06-10,16.215300,20.175600,21.333000,22.298000,12.472300,14.115300,15.812700,20.965000,28.560000,22.457900,
2013-06-07,16.211000,20.160200,21.312500,22.273300,12.455900,14.113300,15.838100,20.970500,28.490700,22.362100,
2013-06-06,16.177100,20.047000,21.162200,22.093800,12.342600,14.112600,15.890900,20.704900,28.215700,22.178500,
2013-06-05,16.152300,19.971300,21.059800,21.969300,12.265400,14.111900,15.874800,20.527700,27.882500,22.152300,
2013-06-04,16.198400,20.128200,21.268700,22.219900,12.424400,14.111200,15.869100,20.809400,28.273000,22.541000,
2013-06-03,16.206300,20.146400,21.295200,22.253700,12.443300,14.110600,15.894600,20.923300,28.474800,22.346300,
2013-05-31,16.190500,20.100300,21.235900,22.184500,12.400200,14.109000,15.888700,20.798100,28.453200,22.283700,
2013-05-30,16.240800,20.268300,21.457600,22.448800,12.567800,14.108400,15.914100,21.099900,28.747500,22.738900,
2013-05-29,16.231100,20.239400,21.417400,22.399000,12.537200,14.107900,15.916600,21.019200,28.551100,22.778700,
2013-05-28,16.250800,20.304600,21.505900,22.506600,12.604600,14.107400,15.915500,21.164500,28.810900,22.843700,
2013-05-24,16.237600,20.259300,21.443400,22.430000,12.556300,14.105200,15.996700,21.031500,28.543400,22.858000,
2013-05-23,16.239100,20.265900,21.453000,22.442200,12.564000,14.104700,15.994400,21.042500,28.600700,22.860900,
2013-05-22,16.265100,20.366200,21.583400,22.595900,12.665000,14.104200,15.993000,21.101300,28.599300,23.472800,
2013-05-21,16.291700,20.448300,21.696600,22.735800,12.751600,14.103700,16.041300,21.274400,29.063200,23.482000,
2013-05-20,16.285800,20.432500,21.675800,22.711000,12.736400,14.103100,16.025000,21.237400,29.024500,23.471500,
2013-05-17,16.277500,20.401900,21.636200,22.664300,12.705300,14.101500,16.030800,21.251700,28.997400,23.238200,
2013-05-16,16.254800,20.325500,21.532800,22.539000,12.626600,14.101000,16.087900,21.034900,28.713200,23.211600,
2013-05-15,16.266600,20.371100,21.594500,22.613500,12.674300,14.100500,16.037700,21.139600,28.852400,23.303200,
2013-05-14,16.251300,20.323500,21.531600,22.538500,12.627400,14.100000,16.034600,21.025700,28.751300,23.238400,
2013-05-13,16.225100,20.240100,21.418900,22.401800,12.542100,14.099400,16.053000,20.810100,28.422500,23.209600,
2013-05-10,16.222100,20.231100,21.408300,22.390300,12.534300,14.097800,16.063100,20.807100,28.459200,23.133800,
2013-05-09,16.216800,20.212700,21.381100,22.355600,12.513000,14.097300,16.117700,20.717500,28.252000,23.243000,
2013-05-08,16.230500,20.260500,21.444700,22.432000,12.561700,14.096800,16.127300,20.784400,28.367500,23.395500,
2013-05-07,16.208000,20.184500,21.344900,22.313300,12.485800,14.096200,16.111700,20.689700,28.245500,23.106900,
2013-05-06,16.193300,20.138100,21.282100,22.236900,12.438200,14.095700,16.118600,20.581000,28.043200,23.083500,
2013-05-03,16.188000,20.123800,21.261700,22.210900,12.422300,14.094100,16.134700,20.541500,27.881200,23.132000,
2013-05-02,16.152900,20.000000,21.096400,22.012600,12.295900,14.093600,16.199800,20.325200,27.540300,22.799500,
2013-05-01,16.133700,19.945800,21.021600,21.920400,12.240100,14.093100,16.197600,20.134200,27.204100,22.956500,
2013-04-30,16.160300,20.034800,21.144400,22.071600,12.334700,14.092500,16.176400,20.322300,27.701300,23.000200,
2013-04-29,16.146400,19.987000,21.080300,21.994000,12.285200,14.091900,16.180100,20.271700,27.522900,22.843400,
2013-04-26,16.121000,19.907000,20.974800,21.868100,12.205900,14.090200,16.178700,20.126600,27.325200,22.663500,
2013-04-25,16.123300,19.917900,20.991000,21.888900,12.219000,14.089600,16.149300,20.163100,27.442500,22.633800,
2013-04-24,16.106000,19.859100,20.912800,21.794900,12.159200,14.089100,16.155500,20.081400,27.262700,22.462900,
2013-04-23,16.094600,19.817600,20.857900,21.729000,12.116500,14.088500,16.152100,20.078600,27.153900,22.231400,
2013-04-22,16.055500,19.688500,20.686700,21.524000,11.987100,14.087900,16.151300,19.871400,26.793600,21.907200,
2013-04-19,16.041300,19.648300,20.634600,21.462500,11.949100,14.086200,16.143300,19.778800,26.712700,21.859800,
2013-04-18,16.016300,19.569400,20.528300,21.333800,11.869000,14.085600,16.152400,19.604500,26.378900,21.804700,
2013-04-17,16.033900,19.628000,20.606400,21.427400,11.927800,14.085100,16.142100,19.736400,26.540900,21.889500,
2013-04-16,16.082900,19.792400,20.824400,21.688200,12.092400,14.084500,16.133900,20.023200,26.966900,22.282700,
2013-04-15,16.037500,19.642800,20.625000,21.448500,11.941400,14.083900,16.144400,19.740400,26.516400,21.988100,
2013-04-12,16.110700,19.889300,20.957600,21.851700,12.195200,14.082200,16.129900,20.204700,27.446000,22.403600,
2013-04-11,16.118900,19.923200,21.003200,21.906700,12.230800,14.081600,16.090100,20.261900,27.543300,22.512200,
2013-04-10,16.098400,19.853800,20.912600,21.799300,12.162100,14.081100,16.079000,20.188400,27.436400,22.229900,
2013-04-09,16.056100,19.710600,20.722600,21.571800,12.018000,14.080500,16.110900,19.944000,27.043300,21.874500,
2013-04-08,16.045400,19.676200,20.678700,21.521000,11.985800,14.080000,16.117800,19.873700,27.056100,21.765800,
2013-04-05,16.024300,19.609800,20.590200,21.414500,11.919000,14.078200,16.136700,19.742400,26.815200,21.666400,
2013-04-04,16.038100,19.662500,20.659000,21.495600,11.971400,14.077700,16.096300,19.827600,26.861100,21.871200,
2013-04-03,16.019500,19.605900,20.584400,21.406100,11.915500,14.077100,16.054200,19.746400,26.701800,21.736600,
2013-04-02,16.049400,19.707200,20.721400,21.572300,12.019900,14.076500,16.021300,19.953200,27.119000,21.870200,
2013-04-01,16.036500,19.666600,20.671000,21.515500,11.983800,14.076000,16.028900,19.850300,27.233300,21.736400,
2013-03-28,16.052500,19.723500,20.748700,21.610600,12.043900,14.075400,16.013100,19.938300,27.523300,21.838800,
2013-03-27,16.038200,19.681200,20.693500,21.545000,12.002800,14.073100,16.018200,19.857800,27.408400,21.761600,
2013-03-26,16.039400,19.690300,20.704800,21.557600,12.011700,14.072500,15.994000,19.868300,27.358700,21.843700,
2013-03-25,16.021200,19.636700,20.634000,21.473200,11.959900,14.072000,15.990600,19.708400,27.203300,21.863600,
2013-03-22,16.030200,19.671100,20.679400,21.527200,11.994200,14.070200,15.986500,19.774400,27.252400,21.958300,
2013-03-21,16.013900,19.623600,20.617600,21.454400,11.949400,14.069700,15.979300,19.633500,27.171800,21.951200,
2013-03-20,16.034300,19.689000,20.704800,21.559200,12.014500,14.069100,15.976100,19.796800,27.392400,21.984200,
2013-03-19,16.014600,19.623700,20.617200,21.453300,11.948100,14.068500,15.996900,19.665200,27.130000,21.899500,
2013-03-18,16.021500,19.651500,20.654900,21.499200,11.977500,14.068000,15.969100,19.712700,27.241400,21.968400,
2013-03-15,16.042800,19.732200,20.761000,21.625400,12.058700,14.066200,15.948400,19.821500,27.358700,22.283200,
2013-03-14,16.038400,19.715900,20.741200,21.602800,12.043400,14.065600,15.929800,19.853700,27.406300,22.097700,
2013-03-13,16.016000,19.640500,20.641300,21.483000,11.967600,14.065100,15.934900,19.743000,27.186300,21.890700,
2013-03-12,16.014600,19.640900,20.640600,21.480900,11.967400,14.064500,15.931300,19.710400,27.082700,22.010900,
2013-03-11,16.018100,19.654600,20.659200,21.503300,11.981500,14.063900,15.909200,19.756900,27.128800,22.008600,
2013-03-08,16.004700,19.614100,20.607500,21.443100,11.943500,14.062200,15.903800,19.691000,27.104700,21.878400,
2013-03-07,15.993200,19.575300,20.554500,21.378200,11.902900,14.061600,15.937400,19.601800,26.885900,21.868400,
2013-03-06,15.987300,19.552900,20.524200,21.341400,11.879300,14.061100,15.971700,19.564300,26.778600,21.817900,
2013-03-05,15.983000,19.537100,20.502800,21.315600,11.862700,14.060500,15.996600,19.537600,26.707900,21.780700,
2013-03-04,15.952500,19.437900,20.371500,21.158400,11.764200,14.059900,16.004900,19.352100,26.398600,21.604600,
2013-03-01,15.936300,19.387400,20.306300,21.081400,11.715700,14.058200,16.014600,19.262900,26.306600,21.476500,
2013-02-28,15.936600,19.396500,20.317900,21.095100,11.725900,14.057600,16.002300,19.217900,26.289900,21.647400,
2013-02-27,15.932600,19.382900,20.300600,21.074500,11.712600,14.057000,15.989200,19.233800,26.265800,21.543200,
2013-02-26,15.892500,19.254000,20.131200,20.873000,11.586400,14.056300,15.998700,18.987300,25.927600,21.303100,
2013-02-25,15.879300,19.217400,20.082700,20.814900,11.551300,14.055700,15.990600,18.869300,25.788700,21.357800,
2013-02-22,15.926200,19.374100,20.291400,21.065200,11.707700,14.053800,15.946700,19.221200,26.304500,21.529300,
2013-02-21,15.898500,19.287100,20.176200,20.927200,11.621700,14.053200,15.939400,19.051200,26.022800,21.403600,
2013-02-20,15.923300,19.376100,20.294500,21.069300,11.712200,14.052600,15.920500,19.167300,26.287400,21.684900,
2013-02-19,15.961100,19.500000,20.460400,21.269800,11.837400,14.051900,15.917000,19.407300,26.777300,21.843300,
2013-02-15,15.931200,19.404300,20.335900,21.122300,11.744200,14.049400,15.923300,19.263000,26.581300,21.562700,
2013-02-14,15.937800,19.429100,20.368300,21.160800,11.768900,14.048800,15.928700,19.281400,26.613600,21.683100,
2013-02-13,15.936300,19.430700,20.369800,21.161800,11.770800,14.048200,15.901600,19.265900,26.548500,21.775600,
2013-02-12,15.933400,19.421500,20.357000,21.146100,11.760900,14.047500,15.916100,19.245500,26.478500,21.777900,
2013-02-11,15.920700,19.373700,20.294700,21.072000,11.712800,14.046900,15.937800,19.213800,26.387400,21.539900,
2013-02-08,15.925100,19.396400,20.324900,21.108300,11.736700,14.045000,15.929000,19.224300,26.426200,21.670800,
2013-02-07,15.905400,19.331500,20.239300,21.006000,11.672300,14.044400,15.936400,19.116400,26.239100,21.520700,
2013-02-06,15.915000,19.368000,20.287300,21.063200,11.709200,14.043800,15.932600,19.143100,26.309500,21.694400,
2013-02-05,15.910200,19.356800,20.271800,21.043700,11.697600,14.043100,15.907400,19.130200,26.203800,21.709700,
2013-02-04,15.886400,19.282400,20.173300,20.926200,11.624800,14.042500,15.931700,18.931100,25.979500,21.686500,
2013-02-01,15.921800,19.406000,20.336300,21.120500,11.747500,14.040600,15.907000,19.151200,26.269000,21.990200,
2013-01-31,15.894000,19.317200,20.219300,20.981100,11.660500,14.040000,15.921000,18.960400,26.030200,21.862900,
2013-01-30,15.897900,19.331500,20.236100,20.999000,11.672100,14.039500,15.909300,19.007800,25.917300,21.929600,
2013-01-29,15.906200,19.356300,20.270900,21.042300,11.698200,14.038900,15.918100,19.077800,26.111100,21.865800,
2013-01-28,15.891400,19.308800,20.210700,20.972700,11.654200,14.038300,15.925500,18.979800,26.125700,21.723700,
2013-01-25,15.895400,19.324200,20.230700,20.996300,11.669100,14.036600,15.934700,19.014000,26.123900,21.763100,
2013-01-24,15.877000,19.256700,20.141200,20.889200,11.600600,14.036000,15.995500,18.911400,25.916700,21.563800,
2013-01-23,15.870700,19.233500,20.110300,20.851600,11.576300,14.035400,16.002500,18.910500,25.817700,21.447800,
2013-01-22,15.869300,19.232200,20.109300,20.851100,11.576400,14.034900,16.002600,18.881700,25.845200,21.487000,
2013-01-18,15.852600,19.184400,20.046300,20.775600,11.529800,14.032500,15.992600,18.797200,25.658100,21.429300,
2013-01-17,15.848300,19.178200,20.037800,20.765300,11.524900,14.032000,15.975600,18.733400,25.597600,21.558800,
2013-01-16,15.826800,19.104200,19.940400,20.649200,11.451200,14.031400,16.004700,18.627900,25.398200,21.336700,
2013-01-15,15.831600,19.124600,19.967700,20.682300,11.472700,14.030800,16.004300,18.622000,25.470900,21.459600,
2013-01-14,15.824200,19.101400,19.936400,20.644100,11.448900,14.030200,15.995000,18.600900,25.342100,21.409700,
2013-01-11,15.825000,19.108900,19.946400,20.655900,11.456700,14.028500,15.984900,18.618400,25.331800,21.443400,
2013-01-10,15.823800,19.108100,19.945600,20.654900,11.456400,14.027900,15.970900,18.617200,25.322000,21.455800,
2013-01-09,15.796800,19.016600,19.828500,20.518200,11.369500,14.027300,15.993100,18.476800,25.263000,21.126100,
2013-01-08,15.784600,18.978200,19.777600,20.457000,11.331300,14.026800,15.983400,18.427600,25.111000,21.040900,
2013-01-07,15.793200,19.008300,19.816700,20.503000,11.360400,14.026200,15.976300,18.481100,25.149100,21.129000,
2013-01-04,15.801500,19.043900,19.863800,20.559100,11.396500,14.024500,15.943000,18.538500,25.219900,21.250300,
2013-01-03,15.782200,18.979900,19.779400,20.458200,11.333000,14.023900,15.947600,18.449100,25.016500,21.084900,
2013-01-02,15.796600,19.026600,19.837800,20.525400,11.375600,14.023300,15.991900,18.487700,24.977400,21.324200,
2012-12-31,15.720400,18.785100,19.523300,20.152800,11.144100,14.022200,16.010900,18.026000,24.337300,20.931400,
2012-12-28,15.674500,18.643500,19.337800,19.932400,11.007800,14.020700,16.027400,17.724700,23.893800,20.794700,
2012-12-27,15.699700,18.721000,19.438400,20.050900,11.080800,14.020100,16.025900,17.921800,24.058300,20.841800,
2012-12-26,15.698300,18.719300,19.436800,20.049300,11.079900,14.019600,15.996900,17.940200,24.070500,20.804800,
2012-12-24,15.707300,18.748600,19.477000,20.098400,11.109800,14.018500,15.987400,18.026400,24.246100,20.752500,
2012-12-21,15.713500,18.770800,19.506500,20.133700,11.131800,14.017000,15.997100,18.068300,24.305000,20.790800,
2012-12-20,15.742000,18.867600,19.632100,20.281900,11.225100,14.016400,15.972600,18.238300,24.486300,21.036000,
2012-12-19,15.725800,18.815500,19.564300,20.201600,11.175000,14.015900,15.986500,18.135000,24.357900,20.945500,
2012-12-18,15.729600,18.823500,19.574900,20.213500,11.180900,14.015400,15.944000,18.272900,24.366900,20.740100,
2012-12-17,15.696500,18.716000,19.433700,20.045300,11.076200,14.014900,15.978300,18.065300,24.022400,20.582700,
2012-12-14,15.667300,18.626700,19.317400,19.907700,10.991200,14.013300,16.008100,17.853100,23.764400,20.523400,
2012-12-13,15.673400,18.645800,19.342400,19.937100,11.009100,14.012700,15.995200,17.926500,23.806400,20.492700,
2012-12-12,15.687600,18.688300,19.398300,20.003700,11.049600,14.012200,16.006500,18.036000,23.949000,20.484700,
2012-12-11,15.686300,18.682400,19.392200,19.997900,11.045300,14.011700,16.030000,18.024300,24.024600,20.421000,
2012-12-10,15.667800,18.620700,19.311700,19.902500,10.985500,14.011200,16.065900,17.906900,23.857800,20.303800,
2012-12-07,15.661100,18.605400,19.291500,19.878000,10.970900,14.009600,16.030500,17.900000,23.761000,20.286600,
2012-12-06,15.656200,18.590500,19.272100,19.855200,10.956900,14.009000,16.052900,17.846700,23.720000,20.303500,
2012-12-05,15.647000,18.561200,19.234200,19.810600,10.929100,14.008500,16.069500,17.783400,23.653600,20.259100,
2012-12-04,15.641200,18.547100,19.216700,19.790400,10.917100,14.008000,16.044100,17.749700,23.643200,20.254000,
2012-12-03,15.641300,18.548300,19.218300,19.792100,10.918100,14.007500,16.027100,17.779700,23.635200,20.216500,
2012-11-30,15.646700,18.563700,19.239200,19.817200,10.932600,14.005900,16.032400,17.863300,23.699700,20.122800,
2012-11-29,15.644600,18.558400,19.232400,19.809200,10.927600,14.005400,16.026000,17.860700,23.681700,20.106600,
2012-11-28,15.621100,18.479200,19.129500,19.686900,10.850600,14.004900,16.027200,17.781700,23.463800,19.841900,
2012-11-27,15.603500,18.429900,19.065100,19.610700,10.804700,14.004300,16.018200,17.638200,23.306700,19.883300,
2012-11-26,15.611900,18.455600,19.098300,19.649400,10.828200,14.003800,16.007100,17.729000,23.346400,19.861400,
2012-11-23,15.613700,18.466000,19.111700,19.665000,10.838200,14.002200,15.986300,17.764600,23.334800,19.881300,
2012-11-21,15.567200,18.317100,18.921100,19.441500,10.698700,14.001200,15.986400,17.533900,23.076100,19.486400,
2012-11-20,15.559200,18.291100,18.886600,19.400100,10.672800,14.000700,16.000400,17.493300,22.960000,19.445400,
2012-11-19,15.557400,18.284400,18.877300,19.388600,10.665600,14.000100,16.021700,17.480000,22.904800,19.444700,
2012-11-16,15.496700,18.095900,18.634800,19.103900,10.489300,13.998600,16.034800,17.138900,22.475600,19.098000,
2012-11-15,15.483700,18.058500,18.584800,19.043600,10.452900,13.998000,16.030300,17.054800,22.272600,19.123700,
2012-11-14,15.485800,18.064200,18.593700,19.055100,10.459500,13.997500,16.034300,17.080700,22.363300,19.065600,
2012-11-13,15.529300,18.203500,18.775200,19.270500,10.593000,13.997000,16.039000,17.314200,22.775800,19.318900,
2012-11-09,15.538400,18.237300,18.820600,19.325300,10.627100,13.994900,16.032400,17.375600,22.916800,19.361800,
2012-11-08,15.536500,18.234100,18.816300,19.320100,10.624300,13.994400,16.037000,17.345700,22.887400,19.413600,
2012-11-07,15.568200,18.336300,18.950200,19.479200,10.723000,13.993800,16.017000,17.559500,23.192800,19.537600,
2012-11-06,15.625600,18.519600,19.189900,19.763300,10.898800,13.993300,15.966400,17.970100,23.724000,19.715900,
2012-11-05,15.605300,18.453200,19.103100,19.660400,10.834600,13.992800,16.006600,17.829500,23.525900,19.628800,
2012-11-02,15.601000,18.449300,19.096800,19.651800,10.831000,13.991200,15.982100,17.788600,23.399800,19.762500,
2012-11-01,15.625300,18.523900,19.195900,19.770800,10.903700,13.990700,15.986400,17.957400,23.716100,19.770100,
2012-10-31,15.593200,18.421700,19.061300,19.610100,10.804300,13.990200,16.006300,17.762000,23.343200,19.650000,
2012-10-26,15.584700,18.402900,19.036300,19.579600,10.786100,13.987600,15.966800,17.757300,23.199900,19.633800,
2012-10-25,15.587400,18.418300,19.057400,19.605400,10.803000,13.987000,15.929300,17.770300,23.283500,19.692300,
2012-10-24,15.580000,18.392300,19.023800,19.565900,10.778000,13.986500,15.962500,17.717200,23.228300,19.635300,
2012-10-23,15.584900,18.406600,19.043000,19.588800,10.791700,13.986000,15.964300,17.771600,23.285600,19.596200,
2012-10-22,15.628700,18.549400,19.225700,19.802600,10.925500,13.985500,15.956100,18.032200,23.459100,19.954100,
2012-10-19,15.624000,18.534300,19.207800,19.782600,10.912300,13.983900,15.971600,18.023500,23.501000,19.846500,
2012-10-18,15.673000,18.696700,19.419200,20.032900,11.068900,13.983400,15.938400,18.327200,23.874600,20.177500,
2012-10-17,15.676400,18.706200,19.432300,20.048900,11.078200,13.982800,15.942500,18.371500,23.937300,20.123500,
2012-10-16,15.656800,18.636000,19.341200,19.940900,11.009400,13.982300,15.979400,18.293900,23.770900,19.872500,
2012-10-15,15.625300,18.533700,19.208700,19.784700,10.911900,13.981800,16.002400,18.108100,23.543100,19.659500,
2012-10-12,15.599900,18.456100,19.108900,19.667500,10.839100,13.980200,16.001800,17.962800,23.381800,19.514400,
2012-10-11,15.608100,18.484400,19.147500,19.714500,10.868300,13.979700,15.989400,18.016300,23.544900,19.528000,
2012-10-10,15.599200,18.455600,19.109800,19.669200,10.839800,13.979200,15.971600,18.009700,23.437800,19.413900,
2012-10-09,15.615900,18.512000,19.182600,19.754800,10.893500,13.978600,15.955700,18.120600,23.528100,19.539700,
2012-10-05,15.660800,18.665900,19.383400,19.993100,11.043200,13.976500,15.941400,18.364400,23.889500,19.927800,
2012-10-04,15.654200,18.638000,19.348500,19.952800,11.016300,13.976000,15.970600,18.364300,23.907300,19.722500,
2012-10-03,15.632200,18.566000,19.254900,19.842200,10.947100,13.975500,15.993500,18.233400,23.734300,19.573100,
2012-10-02,15.628000,18.558300,19.245200,19.831200,10.941300,13.975000,15.993900,18.163800,23.717200,19.667900,
2012-10-01,15.624200,18.548100,19.231500,19.814500,10.931300,13.974400,15.987200,18.146500,23.656900,19.667800,
2012-09-28,15.610800,18.504300,19.176700,19.750900,10.891000,13.974000,15.975000,18.097900,23.652000,19.485300,
2012-09-27,15.632700,18.583900,19.278500,19.870600,10.967100,13.972500,15.972300,18.179400,23.741800,19.810800,
2012-09-26,15.600300,18.477100,19.140100,19.706800,10.864700,13.972100,15.987800,18.004500,23.480300,19.567800,
2012-09-25,15.619500,18.545500,19.228600,19.811600,10.931100,13.971600,15.961000,18.105000,23.619100,19.773200,
2012-09-24,15.648600,18.641800,19.355900,19.963900,11.025700,13.971100,15.941800,18.294800,23.975100,19.882500,
2012-09-21,15.657900,18.680500,19.407100,20.025300,11.065100,13.969700,15.916800,18.335600,24.092700,20.021400,
2012-09-20,15.650800,18.656100,19.375800,19.988300,11.041400,13.969200,15.904900,18.337200,24.043800,19.887900,
2012-09-19,15.662200,18.701100,19.435100,20.059500,11.087300,13.968700,15.897200,18.344400,24.190500,20.108200,
2012-09-18,15.652700,18.670900,19.396800,20.014600,11.059000,13.968300,15.876900,18.322600,24.153700,19.981400,
2012-09-17,15.661000,18.703000,19.438900,20.064900,11.091300,13.967800,15.866800,18.345600,24.242900,20.115100,
2012-09-14,15.671700,18.745000,19.495800,20.134400,11.135100,13.966300,15.844900,18.402500,24.460500,20.196000,
2012-09-13,15.652600,18.675000,19.403400,20.023500,11.064600,13.965900,15.888100,18.329600,24.195000,19.981200,
2012-09-12,15.602700,18.518300,19.202700,19.787800,10.918400,13.965400,15.867900,18.033900,23.919700,19.676500,
2012-09-11,15.592400,18.480400,19.153500,19.729400,10.881000,13.964900,15.899400,17.991100,23.818100,19.545100,
2012-09-10,15.576500,18.426200,19.084600,19.648800,10.829900,13.964500,15.900300,17.934700,23.761000,19.329300,
2012-09-07,15.595100,18.488700,19.165000,19.743300,10.888800,13.963000,15.910100,18.044900,23.860400,19.474000,
2012-09-06,15.572700,18.414400,19.070100,19.631600,10.818600,13.962600,15.897900,17.971100,23.721500,19.214000,
2012-09-05,15.509300,18.206700,18.802800,19.317000,10.622300,13.962100,15.942900,17.609300,23.264000,18.771800,
2012-09-04,15.512000,18.215700,18.814400,19.330700,10.630800,13.961600,15.948600,17.623800,23.277600,18.793700,
2012-08-31,15.513900,18.226700,18.825200,19.340600,10.637900,13.959700,15.950700,17.643700,23.073200,18.925400,
2012-08-30,15.495200,18.171300,18.754400,19.257500,10.586900,13.959200,15.911700,17.554600,22.958300,18.818000,
2012-08-29,15.518900,18.251600,18.858300,19.380100,10.663700,13.958700,15.889800,17.690200,23.148800,18.996700,
2012-08-28,15.518200,18.250600,18.856200,19.377100,10.662100,13.958300,15.902500,17.671400,23.093300,19.047600,
2012-08-27,15.519700,18.257800,18.863800,19.384800,10.667500,13.957800,15.893000,17.684500,23.004800,19.116700,
2012-08-24,15.516700,18.252300,18.857800,19.378100,10.663500,13.956400,15.871300,17.693200,23.015200,19.076000,
2012-08-23,15.503700,18.214300,18.808900,19.321000,10.628700,13.955900,15.882500,17.577300,22.933000,19.089300,
2012-08-22,15.524900,18.285500,18.900900,19.429400,10.696300,13.955400,15.854900,17.720100,23.090200,19.215300,
2012-08-21,15.524400,18.293300,18.911900,19.443000,10.706300,13.954900,15.796700,17.715100,23.133500,19.288300,
2012-08-20,15.521600,18.278900,18.894100,19.422000,10.691800,13.954500,15.787600,17.776700,23.137800,19.081200,
2012-08-17,15.521300,18.282500,18.900300,19.430400,10.697200,13.953000,15.779500,17.776900,23.205100,19.081800,
2012-08-16,15.512400,18.255800,18.865000,19.388000,10.671200,13.952600,15.764200,17.743800,23.074500,19.045600,
2012-08-15,15.488100,18.175600,18.761200,19.265200,10.594500,13.952100,15.785100,17.617500,22.861500,18.864700,
2012-08-14,15.487200,18.169400,18.750500,19.250700,10.585300,13.951600,15.836000,17.591300,22.695300,18.928100,
2012-08-13,15.488600,18.170000,18.751900,19.253100,10.585800,13.951100,15.879000,17.590600,22.746000,18.887800,
2012-08-10,15.491300,18.181800,18.767800,19.272300,10.597900,13.949700,15.879800,17.609100,22.787200,18.912700,
2012-08-09,15.487200,18.174200,18.758400,19.261600,10.592100,13.949200,15.861000,17.570200,22.774600,18.956800,
2012-08-08,15.482800,18.160200,18.739800,19.239100,10.578200,13.948800,15.863000,17.555200,22.701900,18.930600,
2012-08-07,15.481000,18.154800,18.733300,19.231900,10.573600,13.948300,15.872500,17.538800,22.711400,18.919700,
2012-08-06,15.463900,18.095300,18.655500,19.139400,10.515400,13.947800,15.915300,17.449300,22.509100,18.786900,
2012-08-03,15.449400,18.052000,18.599800,19.073500,10.474700,13.946400,15.895700,17.408500,22.370100,18.672500,
2012-08-02,15.385400,17.840100,18.327900,18.753900,10.275100,13.945900,15.950000,17.081300,21.897500,18.157600,
2012-08-01,15.404800,17.906000,18.412000,18.852100,10.336600,13.945400,15.915300,17.208900,21.999100,18.301400,
2012-07-31,15.417400,17.945700,18.466300,18.918800,10.377200,13.944900,15.938900,17.256100,22.277400,18.321900,
2012-07-30,15.431100,17.992200,18.526700,18.990200,10.421700,13.944400,15.928000,17.330600,22.408100,18.419900,
